attorney_id,full_name,bar_number,state,status,years_experience,practice_areas,firm_size,location,law_school_tier,admission_date
ATT-000064,Susan Lopez,TX222011,TX,Active,3,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1845.19, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2341.11, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2533.58, 'year': 2024, 'source': 'Industry Survey'}]",Large,"Phoenix, TX",Regional,2022-06-22
ATT-000065,Jessica Rodriguez,NY177008,NY,Active,13,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2573.03, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2683.86, 'year': 2024, 'source': 'Industry Survey'}]",Solo,"New York, NY",Regional,2012-06-24
ATT-000066,Susan Hernandez,CA761977,CA,Active,20,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2341.11, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1845.19, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2992.45, 'year': 2024, 'source': 'Industry Survey'}]",Large,"Los Angeles, CA",Regional,2005-06-26
ATT-000067,Patricia Jones,MI700833,MI,Active,26,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2533.58, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1785.2, 'year': 2024, 'source': 'Industry Survey'}]",Solo,"New York, MI",Regional,1999-06-28
ATT-000068,Richard Hernandez,FL258142,FL,Active,10,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2992.45, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2683.86, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2606.84, 'year': 2024, 'source': 'Industry Survey'}]",Solo,"Phoenix, FL",Regional,2015-06-24
ATT-000069,David Martinez,NY482959,NY,Active,18,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2606.84, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1845.19, 'year': 2024, 'source': 'Industry Survey'}]",Large,"New York, NY",Regional,2007-06-26
ATT-000070,David Rodriguez,NY821069,NY,Active,26,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2796.84, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2533.58, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2606.84, 'year': 2024, 'source': 'Industry Survey'}]",Mid-size,"New York, NY",Regional,1999-06-28
ATT-000071,David Thomas,NC752869,NC,Active,21,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2533.58, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Phoenix, NC",Regional,2004-06-26
ATT-000072,Jennifer Garcia,MI784446,MI,Active,33,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2992.45, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2573.03, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2606.84, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Houston, MI",Regional,1992-06-29
ATT-000073,James Williams,NC190986,NC,Active,9,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2341.11, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1845.19, 'year': 2024, 'source': 'Industry Survey'}]",Large,"Chicago, NC",Regional,2016-06-23
ATT-000074,Michael Wilson,TX241201,TX,Active,4,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2606.84, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1785.2, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2992.45, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Los Angeles, TX",Regional,2021-06-22
ATT-000075,James Rodriguez,NC160793,NC,Active,25,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2683.86, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1814.14, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1845.19, 'year': 2024, 'source': 'Industry Survey'}]",Mid-size,"Phoenix, NC",Regional,2000-06-27
ATT-000076,Jennifer Hernandez,GA970170,GA,Active,37,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2796.84, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2533.58, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2683.86, 'year': 2024, 'source': 'Industry Survey'}]",Mid-size,"Phoenix, GA",Regional,1988-06-30
ATT-000077,James Rodriguez,OH829836,OH,Active,39,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2683.86, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2992.45, 'year': 2024, 'source': 'Industry Survey'}]",Solo,"Chicago, OH",Regional,1986-07-01
ATT-000078,Richard Hernandez,OH453308,OH,Active,9,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2992.45, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2796.84, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2573.03, 'year': 2024, 'source': 'Industry Survey'}]",Solo,"New York, OH",T14,2016-06-23
ATT-000079,Susan Jones,NC204673,NC,Active,38,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2992.45, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2533.58, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1845.19, 'year': 2024, 'source': 'Industry Survey'}]",Mid-size,"Los Angeles, NC",Regional,1987-07-01
ATT-000080,Patricia Williams,PA873355,PA,Active,23,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2573.03, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2533.58, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Chicago, PA",Regional,2002-06-27
ATT-000081,Barbara Martinez,NY954766,NY,Active,6,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2683.86, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2606.84, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2573.03, 'year': 2024, 'source': 'Industry Survey'}]",Solo,"Phoenix, NY",Regional,2019-06-23
ATT-000082,Jennifer Anderson,TX743332,TX,Active,29,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2573.03, 'year': 2024, 'source': 'Industry Survey'}]",Solo,"Los Angeles, TX",T50,1996-06-28
ATT-000083,James Gonzalez,IL548806,IL,Active,18,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1785.2, 'year': 2024, 'source': 'Industry Survey'}]",Small,"New York, IL",T50,2007-06-26
ATT-000084,Mary Hernandez,NY724489,NY,Active,2,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1785.2, 'year': 2024, 'source': 'Industry Survey'}]",Solo,"Los Angeles, NY",Regional,2023-06-22
ATT-000085,James Johnson,MI684566,MI,Inactive,5,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2992.45, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2796.84, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2683.86, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Phoenix, MI",T50,2020-06-22
ATT-000086,John Lopez,GA472588,GA,Active,33,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1785.2, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1845.19, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2533.58, 'year': 2024, 'source': 'Industry Survey'}]",Solo,"Houston, GA",Regional,1992-06-29
ATT-000087,David Brown,MI643257,MI,Active,39,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2683.86, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Chicago, MI",Regional,1986-07-01
ATT-000088,Barbara Martinez,IL596427,IL,Active,29,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2341.11, 'year': 2024, 'source': 'Industry Survey'}]",Mid-size,"Chicago, IL",Regional,1996-06-28
ATT-000089,Richard Miller,PA326435,PA,Active,30,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2683.86, 'year': 2024, 'source': 'Industry Survey'}]",Large,"Phoenix, PA",T50,1995-06-29
ATT-000090,Elizabeth Brown,MI201996,MI,Active,14,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2796.84, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2992.45, 'year': 2024, 'source': 'Industry Survey'}]",Solo,"Los Angeles, MI",T50,2011-06-25
ATT-000091,James Smith,MI287587,MI,Active,34,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2533.58, 'year': 2024, 'source': 'Industry Survey'}]",Small,"New York, MI",Regional,1991-06-30
ATT-000092,Elizabeth Miller,GA783109,GA,Active,8,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2573.03, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2683.86, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1814.14, 'year': 2024, 'source': 'Industry Survey'}]",Solo,"Phoenix, GA",Regional,2017-06-23
ATT-000093,Michael Wilson,OH177893,OH,Active,4,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1845.19, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2573.03, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1785.2, 'year': 2024, 'source': 'Industry Survey'}]",Large,"New York, OH",T50,2021-06-22
ATT-000094,William Williams,CA117088,CA,Active,18,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2796.84, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2992.45, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2606.84, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Los Angeles, CA",Regional,2007-06-26
ATT-000095,Robert Johnson,IL602336,IL,Active,3,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2341.11, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2992.45, 'year': 2024, 'source': 'Industry Survey'}]",Large,"Houston, IL",T14,2022-06-22
ATT-000096,Patricia Anderson,FL488772,FL,Active,25,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1814.14, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2683.86, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2573.03, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Chicago, FL",Regional,2000-06-27
ATT-000097,Elizabeth Jones,TX599001,TX,Inactive,8,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2796.84, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1785.2, 'year': 2024, 'source': 'Industry Survey'}]",Small,"New York, TX",Regional,2017-06-23
ATT-000098,Susan Garcia,PA773391,PA,Active,6,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2992.45, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1785.2, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Los Angeles, PA",Regional,2019-06-23
ATT-000099,Joseph Davis,MI898328,MI,Active,13,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1785.2, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2573.03, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2683.86, 'year': 2024, 'source': 'Industry Survey'}]",Small,"New York, MI",T14,2012-06-24
ATT-000100,Susan Hernandez,MI301724,MI,Active,32,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2606.84, 'year': 2024, 'source': 'Industry Survey'}]",Large,"Phoenix, MI",Regional,1993-06-29
ATT-000101,David Hernandez,IL690180,IL,Active,8,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1785.2, 'year': 2024, 'source': 'Industry Survey'}]",Solo,"Phoenix, IL",Regional,2017-06-23
ATT-000102,Mary Gonzalez,FL857083,FL,Active,33,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2796.84, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1814.14, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Houston, FL",T50,1992-06-29
ATT-000103,Susan Johnson,NC256286,NC,Active,18,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1845.19, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2796.84, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2533.58, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Houston, NC",Regional,2007-06-26
ATT-000104,Barbara Johnson,MI159096,MI,Inactive,31,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 1814.14, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2992.45, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2796.84, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Los Angeles, MI",Regional,1994-06-29
ATT-000105,Mary Hernandez,NC685967,NC,Inactive,32,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2992.45, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2573.03, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Chicago, NC",Regional,1993-06-29
ATT-000106,Barbara Williams,CA340215,CA,Active,29,"[{'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2796.84, 'year': 2024, 'source': 'Industry Survey'}, {'practice_area': 'Corporate/M&A', 'attorney_level': 'partner', 'market': 'New York', 'billing_rate': 2683.86, 'year': 2024, 'source': 'Industry Survey'}]",Small,"Phoenix, CA",T50,1996-06-28
